participant_number,condition,menu_order,selection_time,correctly_predicted,error_in_trial
0,control,0,4073,True,False
0,control,0,2346,True,False
0,control,0,1072,True,False
0,control,0,1272,False,False
0,control,0,1904,True,False
0,control,0,3474,True,False
0,control,0,871,True,False
0,control,0,881,True,False
0,control,0,1896,True,False
0,control,0,1408,False,False
0,control,0,1285,True,False
0,control,0,1376,True,False
0,control,0,2624,False,False
0,control,0,968,True,False
0,control,0,656,True,False
0,control,0,1496,True,False
0,control,0,4634,True,False
0,control,0,1080,True,False
0,control,0,1456,False,False
0,control,0,2085,True,False
0,control,0,1345,True,False
0,control,0,1224,True,False
0,control,0,3214,True,False
0,control,0,1586,True,False
0,control,0,1562,False,False
0,control,0,754,True,False
0,control,0,1002,False,False
0,control,0,968,True,False
0,control,0,3240,True,False
0,control,0,1574,False,False
0,control,0,880,True,False
0,control,0,1032,True,False
0,control,0,1224,False,False
0,control,0,2708,True,False
0,control,0,1454,True,False
0,control,0,4999,False,False
0,control,0,1346,True,False
0,control,0,3632,True,False
0,control,0,1144,True,False
0,control,0,2344,True,False
0,control,0,920,True,False
0,control,0,2096,True,False
0,control,0,1096,True,False
0,control,0,946,True,False
0,control,0,3474,True,False
0,control,0,2027,True,False
0,control,0,3472,True,False
0,control,0,1760,True,False
0,control,0,1474,False,False
0,control,0,2340,True,False
0,control,0,3170,False,False
0,control,0,2040,False,False
0,control,0,2256,True,False
0,control,0,1216,True,False
0,control,0,2674,True,False
0,control,0,1672,True,False
0,control,0,2616,True,False
0,control,0,1417,True,False
0,control,0,2044,True,False
0,control,0,1351,True,False
0,control,0,1768,True,False
0,control,0,4202,True,False
0,control,0,1474,True,False
0,control,0,1802,True,False
0,control,0,1248,True,False
0,control,0,2410,True,False
0,control,0,1935,True,False
0,control,0,1520,True,False
0,control,0,2023,False,False
0,control,0,2429,True,False
0,control,0,3077,False,False
0,control,0,1815,True,False
0,control,0,1582,True,False
0,control,0,1120,False,False
0,control,0,2538,True,False
0,control,0,2826,True,False
0,control,0,1800,True,False
0,control,0,778,True,False
0,control,0,1496,True,False
0,control,0,2312,True,False
0,control,0,1224,True,False
0,control,0,2812,False,False
0,control,0,1626,True,False
0,control,0,1041,True,False
0,control,0,1984,False,False
0,control,0,1930,True,False
0,control,0,1984,True,False
0,control,0,2634,False,False
0,control,0,1498,True,False
0,control,0,1456,True,False
0,ephemeral,0,2030,True,False
0,ephemeral,0,906,True,False
0,ephemeral,0,922,True,False
0,ephemeral,0,2188,False,False
0,ephemeral,0,1547,True,False
0,ephemeral,0,1745,True,False
0,ephemeral,0,1660,True,False
0,ephemeral,0,1642,True,False
0,ephemeral,0,3414,True,False
0,ephemeral,0,1882,False,False
0,ephemeral,0,1282,True,False
0,ephemeral,0,2370,True,False
0,ephemeral,0,2080,False,False
0,ephemeral,0,1692,True,False
0,ephemeral,0,640,True,False
0,ephemeral,0,1234,True,False
0,ephemeral,0,1984,True,False
0,ephemeral,0,840,True,False
0,ephemeral,0,2391,False,False
0,ephemeral,0,1120,True,False
0,ephemeral,0,832,True,False
0,ephemeral,0,904,True,False
0,ephemeral,0,2074,True,False
0,ephemeral,0,1354,True,False
0,ephemeral,0,2414,False,False
0,ephemeral,0,730,True,False
0,ephemeral,0,1478,False,False
0,ephemeral,0,3068,True,False
0,ephemeral,0,1530,True,False
0,ephemeral,0,1474,False,False
0,ephemeral,0,1290,True,False
0,ephemeral,0,1682,True,False
0,ephemeral,0,1266,False,False
0,ephemeral,0,3406,True,False
0,ephemeral,0,1532,True,False
0,ephemeral,0,1806,False,False
0,ephemeral,0,2428,True,False
0,ephemeral,0,1802,True,False
0,ephemeral,0,1406,True,False
0,ephemeral,0,1458,True,False
0,ephemeral,0,1010,True,False
0,ephemeral,0,2748,True,False
0,ephemeral,0,1598,True,False
0,ephemeral,0,1251,True,False
0,ephemeral,0,2343,True,False
0,ephemeral,0,2223,True,False
0,ephemeral,0,2534,True,False
0,ephemeral,0,1720,True,False
0,ephemeral,0,1332,False,False
0,ephemeral,0,1548,True,False
0,ephemeral,0,1434,False,False
0,ephemeral,0,1300,False,False
0,ephemeral,0,1162,True,False
0,ephemeral,0,1434,True,False
0,ephemeral,0,2478,True,False
0,ephemeral,0,1876,True,False
0,ephemeral,0,1254,True,False
0,ephemeral,0,1082,True,False
0,ephemeral,0,1631,True,False
0,ephemeral,0,1763,True,False
0,ephemeral,0,1740,True,False
0,ephemeral,0,2092,True,False
0,ephemeral,0,1732,True,False
0,ephemeral,0,1388,True,False
0,ephemeral,0,2006,True,False
0,ephemeral,0,1454,True,False
0,ephemeral,0,962,True,False
0,ephemeral,0,1220,True,False
0,ephemeral,0,3274,False,False
0,ephemeral,0,2646,True,False
0,ephemeral,0,2453,False,False
0,ephemeral,0,1089,True,False
0,ephemeral,0,969,True,False
0,ephemeral,0,1844,False,False
0,ephemeral,0,1126,True,False
0,ephemeral,0,1524,True,False
0,ephemeral,0,1066,True,False
0,ephemeral,0,826,True,False
0,ephemeral,0,754,True,False
0,ephemeral,0,1290,True,False
0,ephemeral,0,890,True,False
0,ephemeral,0,1420,False,False
0,ephemeral,0,964,True,False
0,ephemeral,0,1140,True,False
0,ephemeral,0,1636,False,False
0,ephemeral,0,1542,True,False
0,ephemeral,0,1005,True,False
0,ephemeral,0,1694,False,False
0,ephemeral,0,1249,True,False
0,ephemeral,0,1654,True,False
1,control,0,2109,True,False
1,control,0,1517,True,False
1,control,0,1942,True,False
1,control,0,1172,False,False
1,control,0,1227,True,False
1,control,0,1966,True,False
1,control,0,1389,True,False
1,control,0,1411,True,False
1,control,0,2294,True,False
1,control,0,3482,False,False
1,control,0,1388,True,False
1,control,0,2052,True,False
1,control,0,979,False,False
1,control,0,1604,True,False
1,control,0,1004,True,False
1,control,0,1686,True,False
1,control,0,2842,True,False
1,control,0,1323,True,False
1,control,0,946,False,False
1,control,0,1124,True,False
1,control,0,1052,True,False
1,control,0,1758,True,False
1,control,0,3606,True,False
1,control,0,1251,True,False
1,control,0,3827,False,False
1,control,0,1090,True,False
1,control,0,1437,False,False
1,control,0,2629,True,False
1,control,0,618,True,False
1,control,0,5135,False,False
1,control,0,1172,True,False
1,control,0,939,True,False
1,control,0,1340,False,False
1,control,0,2278,True,False
1,control,0,2608,True,False
1,control,0,5240,False,False
1,control,0,3739,True,False
1,control,0,3170,True,False
1,control,0,2391,True,False
1,control,0,1460,True,False
1,control,0,2238,True,False
1,control,0,4078,True,False
1,control,0,1517,True,False
1,control,0,963,True,False
1,control,0,1203,True,False
1,control,0,2296,True,False
1,control,0,2919,True,False
1,control,0,2246,True,False
1,control,0,1468,False,False
1,control,0,2759,True,False
1,control,0,1203,False,False
1,control,0,931,False,False
1,control,0,1389,True,False
1,control,0,3258,True,False
1,control,0,2736,True,False
1,control,0,2382,True,False
1,control,0,7470,True,False
1,control,0,3433,True,False
1,control,0,1493,True,False
1,control,0,1108,True,False
1,control,0,1684,True,False
1,control,0,3435,True,False
1,control,0,2045,True,False
1,control,0,2959,True,False
1,control,0,4044,True,False
1,control,0,1636,True,False
1,control,0,2165,True,False
1,control,0,1002,True,False
1,control,0,2913,False,False
1,control,0,1461,True,False
1,control,0,1316,False,False
1,control,0,1516,True,False
1,control,0,1693,True,False
1,control,0,2126,False,False
1,control,0,1933,True,False
1,control,0,2079,True,False
1,control,0,2150,True,False
1,control,0,1774,True,False
1,control,0,1750,True,False
1,control,0,1949,True,False
1,control,0,964,True,False
1,control,0,926,False,False
1,control,0,13120,True,False
1,control,0,1075,True,False
1,control,0,1331,False,False
1,control,0,2768,True,False
1,control,0,2061,True,False
1,control,0,827,False,False
1,control,0,1379,True,False
1,control,0,1540,True,False
1,ephemeral,0,1396,True,False
1,ephemeral,0,898,True,False
1,ephemeral,0,834,True,False
1,ephemeral,0,1388,False,False
1,ephemeral,0,1877,True,False
1,ephemeral,0,1011,True,False
1,ephemeral,0,1010,True,False
1,ephemeral,0,954,True,False
1,ephemeral,0,1316,True,False
1,ephemeral,0,2141,False,False
1,ephemeral,0,810,True,False
1,ephemeral,0,1492,True,False
1,ephemeral,0,3868,False,False
1,ephemeral,0,939,True,False
1,ephemeral,0,964,True,False
1,ephemeral,0,923,True,False
1,ephemeral,0,1468,True,False
1,ephemeral,0,819,True,False
1,ephemeral,0,1485,False,False
1,ephemeral,0,1476,True,False
1,ephemeral,0,769,True,False
1,ephemeral,0,890,True,False
1,ephemeral,0,1411,True,False
1,ephemeral,0,1075,True,False
1,ephemeral,0,2848,False,False
1,ephemeral,0,706,True,False
1,ephemeral,0,1236,False,False
1,ephemeral,0,747,True,False
1,ephemeral,0,706,True,False
1,ephemeral,0,2062,False,False
1,ephemeral,0,1179,True,False
1,ephemeral,0,1411,True,False
1,ephemeral,0,1307,False,False
1,ephemeral,0,1628,True,False
1,ephemeral,0,1041,True,False
1,ephemeral,0,1756,False,False
1,ephemeral,0,1709,True,False
1,ephemeral,0,1813,True,False
1,ephemeral,0,3883,True,False
1,ephemeral,0,1331,True,False
1,ephemeral,0,955,True,False
1,ephemeral,0,2062,True,False
1,ephemeral,0,2238,True,False
1,ephemeral,0,2729,True,False
1,ephemeral,0,1532,True,False
1,ephemeral,0,1059,True,False
1,ephemeral,0,1420,True,False
1,ephemeral,0,874,True,False
1,ephemeral,0,2455,False,False
1,ephemeral,0,1130,True,False
1,ephemeral,0,987,False,False
1,ephemeral,0,2654,False,False
1,ephemeral,0,891,True,False
1,ephemeral,0,1147,True,False
1,ephemeral,0,2151,True,False
1,ephemeral,0,1397,True,False
1,ephemeral,0,1084,True,False
1,ephemeral,0,1845,True,False
1,ephemeral,0,1026,True,False
1,ephemeral,0,2799,True,False
1,ephemeral,0,1701,True,False
1,ephemeral,0,779,True,False
1,ephemeral,0,914,True,False
1,ephemeral,0,979,True,False
1,ephemeral,0,980,True,False
1,ephemeral,0,1957,True,False
1,ephemeral,0,1933,True,False
1,ephemeral,0,1116,True,False
1,ephemeral,0,2006,False,False
1,ephemeral,0,1613,True,False
1,ephemeral,0,1508,False,False
1,ephemeral,0,1164,True,False
1,ephemeral,0,2632,True,False
1,ephemeral,0,1802,False,False
1,ephemeral,0,1492,True,False
1,ephemeral,0,1355,True,False
1,ephemeral,0,1083,True,False
1,ephemeral,0,955,True,False
1,ephemeral,0,1083,True,False
1,ephemeral,0,1429,True,False
1,ephemeral,0,842,True,False
1,ephemeral,0,1740,False,False
1,ephemeral,0,722,True,False
1,ephemeral,0,907,True,False
1,ephemeral,0,1476,False,False
1,ephemeral,0,1990,True,False
1,ephemeral,0,882,True,False
1,ephemeral,0,1461,False,False
1,ephemeral,0,923,True,False
1,ephemeral,0,1661,True,False
2,ephemeral,1,1171,True,False
2,ephemeral,1,1297,True,False
2,ephemeral,1,1611,True,False
2,ephemeral,1,1353,False,False
2,ephemeral,1,1065,True,False
2,ephemeral,1,2427,True,False
2,ephemeral,1,902,True,False
2,ephemeral,1,1288,True,False
2,ephemeral,1,2208,True,False
2,ephemeral,1,2496,False,False
2,ephemeral,1,1005,True,False
2,ephemeral,1,1918,True,False
2,ephemeral,1,1168,False,False
2,ephemeral,1,1065,True,False
2,ephemeral,1,1095,True,False
2,ephemeral,1,1757,True,False
2,ephemeral,1,2335,True,False
2,ephemeral,1,1143,True,False
2,ephemeral,1,1538,False,False
2,ephemeral,1,2611,True,False
2,ephemeral,1,1241,True,False
2,ephemeral,1,1079,True,False
2,ephemeral,1,2296,True,False
2,ephemeral,1,1361,True,False
2,ephemeral,1,1797,False,False
2,ephemeral,1,879,True,False
2,ephemeral,1,1489,False,False
2,ephemeral,1,2047,True,False
2,ephemeral,1,1974,True,False
2,ephemeral,1,1693,False,False
2,ephemeral,1,951,True,False
2,ephemeral,1,1418,True,False
2,ephemeral,1,1119,False,False
2,ephemeral,1,2505,True,False
2,ephemeral,1,1472,True,False
2,ephemeral,1,2634,False,False
2,ephemeral,1,2087,True,False
2,ephemeral,1,2530,True,False
2,ephemeral,1,1756,True,False
2,ephemeral,1,1339,True,False
2,ephemeral,1,854,True,False
2,ephemeral,1,1191,True,False
2,ephemeral,1,2465,True,False
2,ephemeral,1,1096,True,False
2,ephemeral,1,1604,True,False
2,ephemeral,1,1797,True,False
2,ephemeral,1,1466,True,False
2,ephemeral,1,1258,True,False
2,ephemeral,1,983,False,False
2,ephemeral,1,1983,True,False
2,ephemeral,1,1352,False,False
2,ephemeral,1,1403,False,False
2,ephemeral,1,936,True,False
2,ephemeral,1,1797,True,False
2,ephemeral,1,1474,True,False
2,ephemeral,1,1626,True,False
2,ephemeral,1,992,True,False
2,ephemeral,1,1033,True,False
2,ephemeral,1,1233,True,False
2,ephemeral,1,1886,True,False
2,ephemeral,1,1074,True,False
2,ephemeral,1,1104,True,False
2,ephemeral,1,1200,True,False
2,ephemeral,1,1063,True,False
2,ephemeral,1,2749,True,False
2,ephemeral,1,1476,True,False
2,ephemeral,1,1690,True,False
2,ephemeral,1,1111,True,False
2,ephemeral,1,2578,False,False
2,ephemeral,1,1669,True,False
2,ephemeral,1,1523,False,False
2,ephemeral,1,936,True,False
2,ephemeral,1,1571,True,False
2,ephemeral,1,1290,False,False
2,ephemeral,1,1186,True,False
2,ephemeral,1,2215,True,False
2,ephemeral,1,1136,True,False
2,ephemeral,1,1386,True,False
2,ephemeral,1,1266,True,False
2,ephemeral,1,1619,True,False
2,ephemeral,1,976,True,False
2,ephemeral,1,1936,False,False
2,ephemeral,1,1387,True,False
2,ephemeral,1,1378,True,False
2,ephemeral,1,1232,False,False
2,ephemeral,1,1692,True,False
2,ephemeral,1,1158,True,False
2,ephemeral,1,1684,False,False
2,ephemeral,1,1201,True,False
2,ephemeral,1,1386,True,False
2,control,1,2899,True,False
2,control,1,1312,True,False
2,control,1,1329,True,False
2,control,1,1498,False,False
2,control,1,1297,True,False
2,control,1,1257,True,False
2,control,1,1325,True,False
2,control,1,1087,True,False
2,control,1,1298,True,False
2,control,1,3282,False,False
2,control,1,1281,True,False
2,control,1,1249,True,False
2,control,1,1007,False,False
2,control,1,1385,True,False
2,control,1,757,True,False
2,control,1,1508,True,False
2,control,1,2441,True,False
2,control,1,1386,True,False
2,control,1,1097,False,False
2,control,1,1252,True,False
2,control,1,1153,True,False
2,control,1,1376,True,False
2,control,1,1264,True,False
2,control,1,1418,True,False
2,control,1,1829,False,False
2,control,1,951,True,False
2,control,1,1747,False,False
2,control,1,1523,True,False
2,control,1,1706,True,False
2,control,1,1500,False,False
2,control,1,1362,True,False
2,control,1,3006,True,False
2,control,1,1079,False,False
2,control,1,1424,True,False
2,control,1,2570,True,False
2,control,1,1143,False,False
2,control,1,2700,True,False
2,control,1,2658,True,False
2,control,1,1144,True,False
2,control,1,3020,True,False
2,control,1,1209,True,False
2,control,1,1943,True,False
2,control,1,3143,True,False
2,control,1,1748,True,False
2,control,1,1457,True,False
2,control,1,1701,True,False
2,control,1,1822,True,False
2,control,1,1153,True,False
2,control,1,1444,False,False
2,control,1,1967,True,False
2,control,1,2569,False,False
2,control,1,1456,False,False
2,control,1,1627,True,False
2,control,1,1733,True,False
2,control,1,2135,True,False
2,control,1,1924,True,False
2,control,1,1554,True,False
2,control,1,1337,True,False
2,control,1,1243,True,False
2,control,1,1095,True,False
2,control,1,1361,True,False
2,control,1,2224,True,False
2,control,1,1424,True,False
2,control,1,1296,True,False
2,control,1,1418,True,False
2,control,1,1627,True,False
2,control,1,1725,True,False
2,control,1,2176,True,False
2,control,1,1499,False,False
2,control,1,1514,True,False
2,control,1,2586,False,False
2,control,1,1580,True,False
2,control,1,1845,True,False
2,control,1,1378,False,False
2,control,1,2232,True,False
2,control,1,1356,True,False
2,control,1,1621,True,False
2,control,1,1347,True,False
2,control,1,3006,True,False
2,control,1,1650,True,False
2,control,1,1078,True,False
2,control,1,1852,False,False
2,control,1,1604,True,False
2,control,1,1184,True,False
2,control,1,1521,False,False
2,control,1,1676,True,False
2,control,1,1104,True,False
2,control,1,1434,False,False
2,control,1,2352,True,False
2,control,1,1248,True,False
3,ephemeral,1,2734,True,False
3,ephemeral,1,2198,True,False
3,ephemeral,1,1214,True,False
3,ephemeral,1,3127,False,False
3,ephemeral,1,3115,True,False
3,ephemeral,1,2488,True,False
3,ephemeral,1,1011,True,False
3,ephemeral,1,1079,True,False
3,ephemeral,1,6266,True,False
3,ephemeral,1,1134,False,False
3,ephemeral,1,1054,True,False
3,ephemeral,1,2889,True,False
3,ephemeral,1,1606,False,False
3,ephemeral,1,967,True,False
3,ephemeral,1,978,True,False
3,ephemeral,1,1452,True,False
3,ephemeral,1,4588,True,False
3,ephemeral,1,1470,True,False
3,ephemeral,1,1306,False,False
3,ephemeral,1,2181,True,False
3,ephemeral,1,2710,True,False
3,ephemeral,1,1069,True,False
3,ephemeral,1,3137,True,False
3,ephemeral,1,934,True,False
3,ephemeral,1,3777,False,False
3,ephemeral,1,1044,True,False
3,ephemeral,1,2935,False,False
3,ephemeral,1,1090,True,False
3,ephemeral,1,1002,True,False
3,ephemeral,1,3215,False,False
3,ephemeral,1,1138,True,False
3,ephemeral,1,1314,True,False
3,ephemeral,1,1260,False,False
3,ephemeral,1,3344,True,False
3,ephemeral,1,1159,True,False
3,ephemeral,1,4715,False,False
3,ephemeral,1,1516,True,False
3,ephemeral,1,1735,True,False
3,ephemeral,1,1723,True,False
3,ephemeral,1,1370,True,False
3,ephemeral,1,956,True,False
3,ephemeral,1,1101,True,False
3,ephemeral,1,957,True,False
3,ephemeral,1,2092,True,False
3,ephemeral,1,1824,True,False
3,ephemeral,1,3083,True,False
3,ephemeral,1,1709,True,False
3,ephemeral,1,4792,True,False
3,ephemeral,1,1587,False,False
3,ephemeral,1,1552,True,False
3,ephemeral,1,1295,False,False
3,ephemeral,1,4329,False,False
3,ephemeral,1,945,True,False
3,ephemeral,1,2273,True,False
3,ephemeral,1,3959,True,False
3,ephemeral,1,3149,True,False
3,ephemeral,1,1034,True,False
3,ephemeral,1,2450,True,False
3,ephemeral,1,1020,True,False
3,ephemeral,1,1316,True,False
3,ephemeral,1,3363,True,False
3,ephemeral,1,1035,True,False
3,ephemeral,1,3735,True,False
3,ephemeral,1,943,True,False
3,ephemeral,1,1190,True,False
3,ephemeral,1,1126,True,False
3,ephemeral,1,5241,True,False
3,ephemeral,1,1101,True,False
3,ephemeral,1,3012,False,False
3,ephemeral,1,2686,True,False
3,ephemeral,1,5601,False,False
3,ephemeral,1,1235,True,False
3,ephemeral,1,4386,True,False
3,ephemeral,1,2351,False,False
3,ephemeral,1,1240,True,False
3,ephemeral,1,1542,True,False
3,ephemeral,1,1228,True,False
3,ephemeral,1,843,True,False
3,ephemeral,1,809,True,False
3,ephemeral,1,1665,True,False
3,ephemeral,1,1250,True,False
3,ephemeral,1,2081,False,False
3,ephemeral,1,1991,True,False
3,ephemeral,1,1000,True,False
3,ephemeral,1,4183,False,False
3,ephemeral,1,1801,True,False
3,ephemeral,1,3653,True,False
3,ephemeral,1,3498,False,False
3,ephemeral,1,1137,True,False
3,ephemeral,1,2059,True,False
3,control,1,2440,True,False
3,control,1,1609,True,False
3,control,1,719,True,False
3,control,1,2677,False,False
3,control,1,1821,True,False
3,control,1,1923,True,False
3,control,1,977,True,False
3,control,1,2509,True,False
3,control,1,1597,True,False
3,control,1,2114,False,False
3,control,1,1349,True,False
3,control,1,1373,True,False
3,control,1,1218,False,False
3,control,1,2318,True,False
3,control,1,717,True,False
3,control,1,1405,True,False
3,control,1,1718,True,False
3,control,1,1168,True,False
3,control,1,977,False,False
3,control,1,1268,True,False
3,control,1,876,True,False
3,control,1,1598,True,False
3,control,1,1437,True,False
3,control,1,1259,True,False
3,control,1,1113,False,False
3,control,1,979,True,False
3,control,1,2541,False,False
3,control,1,1314,True,False
3,control,1,2757,True,False
3,control,1,2677,False,False
3,control,1,730,True,False
3,control,1,2937,True,False
3,control,1,1000,False,False
3,control,1,1676,True,False
3,control,1,2227,True,False
3,control,1,2025,False,False
3,control,1,1665,True,False
3,control,1,1551,True,False
3,control,1,954,True,False
3,control,1,2968,True,False
3,control,1,1430,True,False
3,control,1,3192,True,False
3,control,1,1271,True,False
3,control,1,1305,True,False
3,control,1,3084,True,False
3,control,1,2645,True,False
3,control,1,2308,True,False
3,control,1,1296,True,False
3,control,1,2550,False,False
3,control,1,3529,True,False
3,control,1,2519,False,False
3,control,1,5376,False,False
3,control,1,2181,True,False
3,control,1,2340,True,False
3,control,1,4656,True,False
3,control,1,3735,True,False
3,control,1,2271,True,False
3,control,1,1994,True,False
3,control,1,1745,True,False
3,control,1,2327,True,False
3,control,1,4600,True,False
3,control,1,1732,True,False
3,control,1,4962,True,False
3,control,1,2969,True,False
3,control,1,4107,True,False
3,control,1,2483,True,False
3,control,1,1474,True,False
3,control,1,2846,True,False
3,control,1,1137,False,False
3,control,1,1583,True,False
3,control,1,1134,False,False
3,control,1,1926,True,False
3,control,1,1407,True,False
3,control,1,4342,False,False
3,control,1,3352,True,False
3,control,1,2006,True,False
3,control,1,2815,True,False
3,control,1,978,True,False
3,control,1,2384,True,False
3,control,1,1081,True,False
3,control,1,958,True,False
3,control,1,2418,False,False
3,control,1,933,True,False
3,control,1,5758,True,False
3,control,1,4084,False,False
3,control,1,12174,True,False
3,control,1,1271,True,False
3,control,1,2993,False,False
3,control,1,2273,True,False
3,control,1,1967,True,False
4,ephemeral,1,1850,True,False
4,ephemeral,1,1220,True,False
4,ephemeral,1,1205,True,False
4,ephemeral,1,3597,False,False
4,ephemeral,1,1186,True,False
4,ephemeral,1,2520,True,False
4,ephemeral,1,902,True,False
4,ephemeral,1,1124,True,False
4,ephemeral,1,2025,True,False
4,ephemeral,1,3199,False,False
4,ephemeral,1,1021,True,False
4,ephemeral,1,2242,True,False
4,ephemeral,1,3103,False,False
4,ephemeral,1,941,True,False
4,ephemeral,1,782,True,False
4,ephemeral,1,997,True,False
4,ephemeral,1,1924,True,False
4,ephemeral,1,1060,True,False
4,ephemeral,1,3503,False,False
4,ephemeral,1,1221,True,False
4,ephemeral,1,2704,True,True
4,ephemeral,1,1317,True,False
4,ephemeral,1,2082,True,False
4,ephemeral,1,1093,True,False
4,ephemeral,1,1908,False,False
4,ephemeral,1,741,True,False
4,ephemeral,1,1027,False,False
4,ephemeral,1,1412,True,False
4,ephemeral,1,2585,True,False
4,ephemeral,1,1141,False,False
4,ephemeral,1,1069,True,False
4,ephemeral,1,1555,True,False
4,ephemeral,1,1261,False,False
4,ephemeral,1,1580,True,False
4,ephemeral,1,1029,True,False
4,ephemeral,1,1300,False,False
4,ephemeral,1,998,True,False
4,ephemeral,1,1140,True,False
4,ephemeral,1,1261,True,False
4,ephemeral,1,3078,True,False
4,ephemeral,1,981,True,False
4,ephemeral,1,1348,True,False
4,ephemeral,1,1117,True,False
4,ephemeral,1,917,True,False
4,ephemeral,1,1141,True,False
4,ephemeral,1,1772,True,False
4,ephemeral,1,1444,True,False
4,ephemeral,1,965,True,False
4,ephemeral,1,1077,False,False
4,ephemeral,1,2074,True,False
4,ephemeral,1,1404,False,False
4,ephemeral,1,1762,False,False
4,ephemeral,1,1117,True,False
4,ephemeral,1,1253,True,False
4,ephemeral,1,2131,True,False
4,ephemeral,1,1086,True,False
4,ephemeral,1,1126,True,False
4,ephemeral,1,1939,True,False
4,ephemeral,1,1301,True,False
4,ephemeral,1,2091,True,False
4,ephemeral,1,1317,True,False
4,ephemeral,1,1603,True,False
4,ephemeral,1,2696,True,False
4,ephemeral,1,1061,True,False
4,ephemeral,1,1149,True,False
4,ephemeral,1,1077,True,False
4,ephemeral,1,2232,True,False
4,ephemeral,1,1729,True,False
4,ephemeral,1,1994,False,False
4,ephemeral,1,5178,True,False
4,ephemeral,1,1117,False,False
4,ephemeral,1,1101,True,False
4,ephemeral,1,2083,True,False
4,ephemeral,1,1756,False,False
4,ephemeral,1,1923,True,False
4,ephemeral,1,2082,True,False
4,ephemeral,1,1085,True,False
4,ephemeral,1,1014,True,False
4,ephemeral,1,1395,True,False
4,ephemeral,1,1054,True,False
4,ephemeral,1,1181,True,False
4,ephemeral,1,1860,False,False
4,ephemeral,1,1005,True,False
4,ephemeral,1,910,True,False
4,ephemeral,1,1181,False,False
4,ephemeral,1,1564,True,False
4,ephemeral,1,2151,True,False
4,ephemeral,1,3599,False,False
4,ephemeral,1,1349,True,False
4,ephemeral,1,1029,True,False
4,control,1,2553,True,False
4,control,1,1357,True,False
4,control,1,2146,True,False
4,control,1,886,False,False
4,control,1,1213,True,False
4,control,1,1916,True,False
4,control,1,535,True,False
4,control,1,1045,True,False
4,control,1,1373,True,False
4,control,1,1078,False,False
4,control,1,838,True,False
4,control,1,1605,True,False
4,control,1,1212,False,False
4,control,1,3207,True,False
4,control,1,1094,True,False
4,control,1,750,True,False
4,control,1,5976,True,False
4,control,1,1507,True,False
4,control,1,1571,False,False
4,control,1,1188,True,False
4,control,1,1117,True,False
4,control,1,1045,True,False
4,control,1,1252,True,False
4,control,1,1412,True,False
4,control,1,2912,False,False
4,control,1,981,True,False
4,control,1,2018,False,False
4,control,1,1588,True,False
4,control,1,935,True,False
4,control,1,1037,False,False
4,control,1,1172,True,False
4,control,1,1590,True,False
4,control,1,957,False,False
4,control,1,1076,True,False
4,control,1,1142,True,False
4,control,1,2444,False,False
4,control,1,1843,True,False
4,control,1,1706,True,False
4,control,1,2322,True,False
4,control,1,4150,True,False
4,control,1,1292,True,False
4,control,1,2776,True,False
4,control,1,1451,True,False
4,control,1,989,True,False
4,control,1,1907,True,False
4,control,1,2609,True,False
4,control,1,2003,True,False
4,control,1,1747,True,False
4,control,1,1125,False,False
4,control,1,3265,True,False
4,control,1,1405,False,False
4,control,1,1165,False,False
4,control,1,1037,True,False
4,control,1,2530,True,False
4,control,1,3479,True,False
4,control,1,1882,True,False
4,control,1,1173,True,False
4,control,1,2106,True,False
4,control,1,1787,True,False
4,control,1,2210,True,False
4,control,1,2849,True,False
4,control,1,2322,True,False
4,control,1,3279,True,False
4,control,1,1930,True,False
4,control,1,2035,True,False
4,control,1,1053,True,False
4,control,1,2865,True,False
4,control,1,1588,True,False
4,control,1,1420,False,False
4,control,1,3064,True,False
4,control,1,1492,False,False
4,control,1,1268,True,False
4,control,1,1364,True,False
4,control,1,1971,False,False
4,control,1,1452,True,False
4,control,1,1228,True,False
4,control,1,3687,True,False
4,control,1,718,True,False
4,control,1,975,True,False
4,control,1,940,True,False
4,control,1,846,True,False
4,control,1,1149,False,False
4,control,1,1077,True,False
4,control,1,1070,True,False
4,control,1,2968,False,False
4,control,1,2482,True,False
4,control,1,2426,True,False
4,control,1,1252,False,False
4,control,1,1444,True,False
4,control,1,815,True,False
5,ephemeral,1,2170,True,False
5,ephemeral,1,1532,True,False
5,ephemeral,1,1400,True,False
5,ephemeral,1,1932,False,False
5,ephemeral,1,3118,True,False
5,ephemeral,1,1844,True,False
5,ephemeral,1,1248,True,False
5,ephemeral,1,1332,True,False
5,ephemeral,1,3112,True,False
5,ephemeral,1,2044,False,False
5,ephemeral,1,1434,True,False
5,ephemeral,1,2144,True,False
5,ephemeral,1,5006,False,False
5,ephemeral,1,1649,True,False
5,ephemeral,1,1080,True,False
5,ephemeral,1,2108,True,False
5,ephemeral,1,3928,True,False
5,ephemeral,1,1892,True,False
5,ephemeral,1,1940,False,False
5,ephemeral,1,1655,True,False
5,ephemeral,1,1242,True,False
5,ephemeral,1,1436,True,False
5,ephemeral,1,2722,True,False
5,ephemeral,1,2707,True,False
5,ephemeral,1,2574,False,False
5,ephemeral,1,1266,True,False
5,ephemeral,1,1930,False,False
5,ephemeral,1,2716,True,False
5,ephemeral,1,1177,True,False
5,ephemeral,1,2326,False,False
5,ephemeral,1,2250,True,False
5,ephemeral,1,1436,True,False
5,ephemeral,1,1706,False,False
5,ephemeral,1,3346,True,False
